"","Campus","StudyField","Branch","Role","EduLevel","ProgLang","Databases","Platform","WebFramework","Industry","AISearch","AIToolCurrently Using","Employment","Employed"
"440","East London Campus","Data Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Java;JavaScript;Kotlin","Dynamodb;Elasticsearch;PostgreSQL","Amazon Web Services (AWS);Google Cloud","jQuery;React;Spring Boot","Information Services, IT, Software Development, or other Technology","Bing AI;ChatGPT","Learning about a codebase;Writing code;Debugging and getting help;Testing code","Employed, full-time","Employed"
"441","East London Campus","Data Science","I am a developer by profession","Developer, back-end","Associate degree (A.A., A.S., etc.)","Java;JavaScript;PowerShell;Python;SQL;TypeScript;VBA","Microsoft SQL Server;MongoDB;PostgreSQL;Redis;Snowflake;SQLite","Cloudflare;Heroku;Microsoft Azure","Express;Node.js;Nuxt.js;Vue.js","Manufacturing, Transportation, or Supply Chain","ChatGPT","Learning about a codebase;Project planning;Writing code;Documenting code;Debugging and getting help;Testing code","Employed, full-time","Employed"
"442","Pretoria Campus","Computer Science","I am a developer by profession","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C;C#;C++;HTML/CSS;JavaScript;Rust;TypeScript","Microsoft SQL Server","Microsoft Azure","Angular;React","Information Services, IT, Software Development, or other Technology","Bing AI;ChatGPT","Writing code;Testing code","Employed, full-time","Employed"
"443","Nelson Mandela Bay Campus","IT","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;SQL;TypeScript","Microsoft SQL Server;MySQL;PostgreSQL;Redis;Solr","Amazon Web Services (AWS);Microsoft Azure","Express;Fastify;NestJS;Next.js;Node.js;React","Healthcare","Bing AI;ChatGPT","Learning about a codebase;Writing code;Testing code","Employed, full-time","Employed"
"444","Nelson Mandela Bay Campus","IT","I am a developer by profession","Developer, back-end","Associate degree (A.A., A.S., etc.)","C#;C++;HTML/CSS;Java;JavaScript;PHP;SQL","MongoDB;MySQL;PostgreSQL;Redis","Amazon Web Services (AWS);Heroku;Vercel","Angular;Express;Node.js","Information Services, IT, Software Development, or other Technology","ChatGPT","Learning about a codebase;Writing code","Employed, full-time","Employed"
"445","Nelson Mandela Bay Campus","Computer Science","I am a developer by profession","System administrator","Associate degree (A.A., A.S., etc.)","Bash/Shell (all shells);Go;HTML/CSS;Lua;PowerShell;Python;Ruby;Rust;SQL","MariaDB;MySQL;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Microsoft Azure;VMware","FastAPI","Higher Education","ChatGPT","Writing code","Employed, full-time;Student, part-time","Employed"
"446","East London Campus","Computer Science","I am a developer by profession","Engineering manager","Professional degree (JD, MD, Ph.D, Ed.D, etc.)","C#;HTML/CSS;JavaScript;PowerShell;Python;R;SQL;TypeScript","Cosmos DB;Dynamodb;Elasticsearch;Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;Snowflake;SQLite","Amazon Web Services (AWS);Cloudflare;Microsoft Azure","Angular;ASP.NET;ASP.NET CORE;Blazor;jQuery;Node.js;React;WordPress","Other","Bing AI;ChatGPT","Writing code;Documenting code;Debugging and getting help","Employed, full-time","Employed"
"447","Mbombela Campus","IT","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);C#;JavaScript;PowerShell;TypeScript","Microsoft SQL Server","Amazon Web Services (AWS);Microsoft Azure","Blazor;Vue.js","Information Services, IT, Software Development, or other Technology","ChatGPT","Learning about a codebase;Writing code;Committing and reviewing code","Employed, full-time","Employed"
"448","Pretoria Campus","IT","I am a developer by profession","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","HTML/CSS;JavaScript;Python;Rust;Scala;TypeScript","Dynamodb;Redis","Amazon Web Services (AWS);Netlify;Vercel","Next.js;Node.js;React","Financial Services","Bing AI;ChatGPT","Learning about a codebase;Project planning;Writing code;Documenting code;Debugging and getting help","Employed, full-time","Employed"
"449","Nelson Mandela Bay Campus","Computer Science","I am a developer by profession","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C#;HTML/CSS;JavaScript;Ruby;SQL;TypeScript","PostgreSQL;Redis","Amazon Web Services (AWS);Microsoft Azure","Express;Node.js;React","Information Services, IT, Software Development, or other Technology","Bing AI;ChatGPT","Learning about a codebase;Writing code","Employed, full-time","Employed"
"450","Nelson Mandela Bay Campus","IT","I am not primarily a developer, but I write code sometimes as part of my work/studies","Senior Executive (C-Suite, VP, etc.)","Some college/university study without earning a degree","HTML/CSS;JavaScript","Supabase","Cloudflare;Digital Ocean;Vultr","Express;WordPress","Other","Bing AI;ChatGPT","Writing code;Debugging and getting help","Employed, full-time","Employed"
"451","Pretoria Campus","Computer Science","I am a developer by profession","Developer, back-end","Some college/university study without earning a degree","Go;JavaScript;Rust;SQL;TypeScript","Cockroachdb;Dynamodb;Elasticsearch;MariaDB;Redis","Amazon Web Services (AWS);Vercel","NestJS;Next.js;React","Financial Services","ChatGPT","Learning about a codebase;Writing code;Testing code","Employed, full-time","Employed"
"452","Nelson Mandela Bay Campus","Data Science","I am a developer by profession","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C#;HTML/CSS;Java;JavaScript;SQL;TypeScript;VBA","Dynamodb;Microsoft Access;Microsoft SQL Server;MongoDB","Amazon Web Services (AWS);Colocation","Angular;AngularJS;ASP.NET;jQuery;React","Information Services, IT, Software Development, or other Technology","ChatGPT","Writing code","Employed, full-time","Employed"
"453","Nelson Mandela Bay Campus","Data Science","I am a developer by profession","Developer, QA or test","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);Groovy;HTML/CSS;Java;JavaScript;PowerShell;Python;Rust;Scala;SQL","Elasticsearch;MySQL;PostgreSQL;SQLite","Amazon Web Services (AWS);Heroku;Microsoft Azure","FastAPI;Flask","Financial Services","ChatGPT;WolframAlpha","Documenting code","Employed, full-time;Independent contractor, freelancer, or self-employed","Employed"
"454","Mbombela Campus","IT","I am a developer by profession","Engineer, site reliability","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);Go;Groovy;Perl;PowerShell;Python;Ruby","MySQL;PostgreSQL;SQLite","Amazon Web Services (AWS);Google Cloud;Microsoft Azure","Ruby on Rails","Information Services, IT, Software Development, or other Technology","Bing AI;ChatGPT;Google Bard AI","Writing code","Employed, full-time","Employed"
"455","Mbombela Campus","IT","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript","MariaDB;Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;Oracle","Microsoft Azure","Angular;ASP.NET CORE;Flask;Node.js;React;Spring Boot","Financial Services","ChatGPT","Writing code;Documenting code;Debugging and getting help;Testing code","Employed, full-time","Employed"
"456","Durban Campus","Data Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","JavaScript;PHP;SQL","MongoDB;MySQL;Redis;SQLite","Amazon Web Services (AWS);Cloudflare;Digital Ocean;VMware","jQuery;Laravel;Symfony","Financial Services","ChatGPT","Testing code","Independent contractor, freelancer, or self-employed","Unemployed"
"457","Nelson Mandela Bay Campus","IT","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Assembly;Bash/Shell (all shells);C;C#;C++;Groovy;HTML/CSS;Java;JavaScript;Lua;MATLAB;Objective-C;PHP;PowerShell;Python;Scala;SQL;TypeScript;VBA;Visual Basic (.Net)","Couch DB;Elasticsearch;H2;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite","Digital Ocean;Microsoft Azure","Angular;AngularJS;ASP.NET;ASP.NET CORE;Blazor;jQuery;Node.js;React","Financial Services","ChatGPT;WolframAlpha","Writing code;Debugging and getting help","Employed, full-time","Employed"
"458","Nelson Mandela Bay Campus","Data Science","I am a developer by profession","DevOps specialist","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Bash/Shell (all shells);Go;JavaScript;PHP;PowerShell;Python;SQL","Cockroachdb;Cosmos DB;MariaDB;MongoDB;MySQL;PostgreSQL;Redis","Amazon Web Services (AWS);Microsoft Azure;OVH","Angular;Laravel;Symfony","Financial Services","ChatGPT","Writing code;Debugging and getting help;Testing code","Employed, full-time","Employed"
"459","Pretoria Campus","IT","I am a developer by profession","Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;Rust;Scala","Cosmos DB","Microsoft Azure","React","Information Services, IT, Software Development, or other Technology","Bing AI;ChatGPT","Writing code","Employed, full-time","Employed"
"460","East London Campus","Computer Science","I am a developer by profession","Developer, game or graphics","Some college/university study without earning a degree","Go;HTML/CSS;Java;JavaScript;PowerShell;Python;Rust;TypeScript","MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Cloudflare;Fly.io;Vultr","Deno;FastAPI;Next.js;Node.js;Qwik;React","Information Services, IT, Software Development, or other Technology","Bing AI;ChatGPT;WolframAlpha","Writing code;Documenting code;Committing and reviewing code;Collaborating with teammates","Employed, full-time;Independent contractor, freelancer, or self-employed","Employed"
"461","Pretoria Campus","Computer Science","I am a developer by profession","Developer, full-stack","Some college/university study without earning a degree","HTML/CSS;JavaScript;TypeScript","MongoDB","Amazon Web Services (AWS)","Express;Node.js;React","Higher Education","ChatGPT","Writing code","Employed, full-time","Employed"
"462","Mbombela Campus","Data Science","I am a developer by profession","Other (please specify):","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);Go;Groovy;HTML/CSS;Java;JavaScript;SQL;TypeScript","Dynamodb;Elasticsearch;Microsoft SQL Server;MySQL;PostgreSQL","Amazon Web Services (AWS)","Express;Node.js;Vue.js","Financial Services","Bing AI;ChatGPT","Writing code;Testing code","Employed, full-time","Employed"
"463","Nelson Mandela Bay Campus","Computer Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;PowerShell;Python;SQL","Microsoft SQL Server;Oracle","Heroku;Microsoft Azure","Angular;ASP.NET;Flask","Financial Services","ChatGPT","Writing code","Employed, full-time","Employed"
"464","Nelson Mandela Bay Campus","Data Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;JavaScript;SQL;Visual Basic (.Net)","Microsoft SQL Server","Google Cloud","ASP.NET;jQuery;Node.js","Information Services, IT, Software Development, or other Technology","Bing AI;ChatGPT","Writing code;Debugging and getting help","Employed, full-time","Employed"
"465","Nelson Mandela Bay Campus","Data Science","I am a developer by profession","Developer, desktop or enterprise applications","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C++;HTML/CSS;JavaScript;Python;SQL","MariaDB","Amazon Web Services (AWS)","React","Financial Services","ChatGPT","Writing code;Debugging and getting help","Employed, full-time;Student, part-time","Employed"
"466","Pretoria Campus","Data Science","I am a developer by profession","Developer, front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript","Firebase Realtime Database;MongoDB;PostgreSQL","Google Cloud;Heroku","Angular","Healthcare","ChatGPT;WolframAlpha","Learning about a codebase;Writing code;Debugging and getting help;Testing code","Employed, full-time;Student, part-time","Employed"
"467","Durban Campus","Computer Science","I am a developer by profession","Developer, full-stack","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","C#;C++;HTML/CSS;JavaScript;SQL;TypeScript","Microsoft SQL Server;SQLite","Amazon Web Services (AWS);Managed Hosting","ASP.NET CORE;Node.js;React;WordPress","Information Services, IT, Software Development, or other Technology","Bing AI","Writing code;Documenting code;Debugging and getting help","Employed, full-time","Employed"
"468","East London Campus","Computer Science","I am a developer by profession","Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;SQL","Cosmos DB;Microsoft SQL Server","Microsoft Azure","ASP.NET CORE","Information Services, IT, Software Development, or other Technology","Bing AI","Writing code;Documenting code","Employed, full-time","Employed"
"469","Nelson Mandela Bay Campus","Data Science","I am a developer by profession","Research & Development role","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);C#;Groovy;Java;JavaScript;PHP;Python;R;SQL;TypeScript","Elasticsearch;InfluxDB;MariaDB;Microsoft SQL Server;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Cloudflare","ASP.NET CORE;Blazor;NestJS;Next.js;Node.js;React;Spring Boot;WordPress","Information Services, IT, Software Development, or other Technology","ChatGPT;You.com","Writing code;Documenting code;Debugging and getting help;Testing code","Employed, full-time","Employed"
"470","Pretoria Campus","Computer Science","I am a developer by profession","Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Clojure;JavaScript;Rust;TypeScript","Firebase Realtime Database;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Firebase;Google Cloud;Microsoft Azure","Node.js;React","Information Services, IT, Software Development, or other Technology","ChatGPT;Phind","Learning about a codebase;Writing code;Documenting code;Committing and reviewing code","Employed, full-time;Independent contractor, freelancer, or self-employed","Employed"
"471","Mbombela Campus","IT","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;Python;SQL","Firebase Realtime Database","Firebase","Django;React","Financial Services","ChatGPT","Writing code","Employed, full-time","Employed"
"472","Mbombela Campus","IT","I am a developer by profession","Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);Rust;TypeScript","Elasticsearch;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Fly.io;Google Cloud","React","Manufacturing, Transportation, or Supply Chain","ChatGPT","Learning about a codebase","Employed, full-time","Employed"
